CODE_GENDER,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,Grouped_Housing_Type,OCCUPATION_TYPE,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,AGE,DAYS_EMPLOYED_CLEAN,label
F,State servant,Secondary / secondary special,Married,House / apartment,Laborers,0,0,0,103500,-17001,-7250,0,0,0,1.276319108,46,19.6841707,0
M,Working,Higher education,Married,House / apartment,Managers,0,1,0,270000,-15368,-2224,0,0,0,2.567981072,42,5.987933753,0
M,Working,Secondary / secondary special,Married,House / apartment,Security staff,1,0,0,225000,-15225,-3995,0,0,0,2,42,11.00981563,0
F,Working,Secondary / secondary special,Married,House / apartment,Core staff,1,1,0,135000,-14901,-4337,0,0,0,2.932497453,41,11.83124363,0
M,Working,Secondary / secondary special,Married,House / apartment,Laborers,0,1,1,225000,-11510,-4622,0,0,0,3.481299006,31,12.70324751,0
M,Working,Higher education,Married,House / apartment,Laborers,1,1,1,292500,-16666,-4469,0,1,0,3,46,12,0
F,Commercial associate,Higher education,Married,House / apartment,Medicine staff,0,0,0,225000,-21685,-2637,0,0,0,2,59,7.190602455,0
M,Working,Higher education,Single / not married,House / apartment,Managers,1,0,1,180000,-14883,-6221,0,1,0,2,41,17,0
M,Working,Higher education,Married,House / apartment,Drivers,1,1,0,202500,-17585,-3017,0,0,0,2,48,8.5,0
F,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0,1,0,90000,-14943,-1429,1,0,0,2.262115015,40,3.737884985,0
F,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,1,1,0,126000,-19868,-2266,1,0,0,2,54,6.329505074,0
F,Working,Secondary / secondary special,Married,House / apartment,Managers,0,1,0,103500,-20524,-11005,0,1,0,1.577271363,56,30.21589204,0
M,Working,Incomplete higher,Married,Other,Drivers,1,0,0,157500,-9124,-960,1,0,0,2,25,2.5,0
F,State servant,Higher education,Married,House / apartment,High skill tech staff,0,0,0,157500,-13084,-5141,0,0,0,2,35,14.10238762,0
M,Working,Secondary / secondary special,Married,House / apartment,Laborers,0,0,1,112500,-12874,-2463,0,0,0,3.264276263,35,6.707171211,0
F,Working,Higher education,Separated,House / apartment,High skill tech staff,0,0,0,247500,-18932,-1757,0,0,0,1.794667061,51,5,0
M,Commercial associate,Higher education,Single / not married,House / apartment,Laborers,0,1,0,81000,-9874,-1928,0,1,0,1,27,5.5,0
M,Commercial associate,Secondary / secondary special,Separated,House / apartment,Core staff,0,1,1,202500,-12440,-503,0,1,0,2,34,1.5,0
F,Working,Higher education,Married,House / apartment,Managers,0,1,0,225000,-16202,-2939,1,1,0,2,44,8,0
M,Working,Secondary / secondary special,Married,Other,Drivers,0,0,1,405000,-12675,-1328,0,0,0,3,35,3.5,0
F,State servant,Secondary / secondary special,Single / not married,House / apartment,Medicine staff,1,0,1,337783.164,-12851,-3894,0,0,0,3.937074663,35,10.79549266,0
M,Commercial associate,Secondary / secondary special,Married,House / apartment,Managers,1,0,1,180000,-15966,-2522,0,0,0,3,44,6.887269798,0
F,Commercial associate,Secondary / secondary special,Married,House / apartment,Medicine staff,0,1,2,135000,-10186,-2315,0,0,0,4,28,6.5,0
M,Working,Incomplete higher,Married,Other,Laborers,1,0,0,229500,-18325,-1256,0,0,0,2,50,3.5,0
M,Working,Secondary / secondary special,Married,House / apartment,Managers,1,1,0,315000,-18213,-1151,1,0,0,2,50,3,0
M,Working,Higher education,Married,Other,Sales staff,0,1,0,225000,-10832,-689,0,0,0,2.70270921,29,1.851354605,0
M,Working,Secondary / secondary special,Married,House / apartment,Drivers,1,1,0,112500,-17088,-334,0,0,0,2.907933014,47,0.776200958,0
F,State servant,Higher education,Married,House / apartment,Core staff,1,1,0,270000,-21955,-12455,0,0,0,2,60,34,0
F,Commercial associate,Secondary / secondary special,Single / not married,Other,Laborers,0,1,0,297000,-15519,-3234,0,0,0,1,43,9,0
M,Commercial associate,Secondary / secondary special,Separated,House / apartment,Core staff,0,1,1,202500,-12440,-503,0,1,0,2,34,1.5,0
F,Working,Secondary / secondary special,Civil marriage,House / apartment,Sales staff,0,0,0,135000,-9849,-134,1,0,0,2,27,0.5,0
F,State servant,Secondary / secondary special,Married,House / apartment,Accountants,0,1,0,360000,-19067,-10460,0,0,0,1.984889316,52,28.42444658,0
F,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Sales staff,0,1,0,112500,-10587,-2139,0,0,1,1.069969261,29,6.052476946,0
F,Commercial associate,Higher education,Married,House / apartment,Laborers,0,1,0,252000,-17519,-215,0,0,0,2,47,0.625446523,0
F,Working,Secondary / secondary special,Married,House / apartment,Accountants,0,0,1,90000,-16117,-3329,0,0,0,3.352052576,44,9,0
M,Working,Higher education,Single / not married,House / apartment,Core staff,0,0,0,126000,-12616,-1904,1,1,0,1,35,5,0
F,Commercial associate,Academic degree,Married,House / apartment,Sales staff,1,1,1,270000,-12155,-979,0,0,0,3,33,2.5,0
M,Working,Secondary / secondary special,Married,House / apartment,Laborers,0,0,1,270000,-13457,-4313,0,0,0,3.374185212,37,11.90482412,0
F,Working,Secondary / secondary special,Married,House / apartment,Laborers,0,1,0,157500,-10160,-1034,0,0,0,2.728903746,27,2.906644381,0
M,Working,Secondary / secondary special,Married,House / apartment,Laborers,0,1,1,135000,-11290,-4483,0,0,0,2.793004848,30,12.29883414,0
M,Commercial associate,Secondary / secondary special,Married,House / apartment,Drivers,0,0,0,315000,-14679,-1282,0,0,0,2,40,3.5,0
F,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,1,1,1,121500,-11264,-185,0,0,0,3.893467458,30,0.713065084,0
F,Working,Secondary / secondary special,Married,House / apartment,Core staff,0,0,6,157500,-13806,-1653,0,1,0,8.470470978,37,4.5,0
F,Commercial associate,Secondary / secondary special,Married,House / apartment,Managers,0,0,0,180000,-19566,-2054,0,0,0,2.154828613,54,5.464485838,0
M,Working,Secondary / secondary special,Married,House / apartment,Security staff,0,0,0,112500,-11980,-1136,1,0,0,2,32,3,0
M,Commercial associate,Higher education,Married,House / apartment,Laborers,0,0,1,225000,-10565,-2348,0,0,0,3,29,6.5,0
F,Working,Secondary / secondary special,Married,House / apartment,Sales staff,1,1,0,139500,-16770,-1351,0,0,0,2.882993825,46,3.590478387,0
M,State servant,Secondary / secondary special,Married,Other,High skill tech staff,1,1,0,247500,-20112,-875,1,0,1,2,55,2.5,0
M,Commercial associate,Secondary / secondary special,Married,House / apartment,Drivers,1,1,0,270000,-13160,-1504,0,0,0,2.587585871,36,4.206207064,0
M,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Drivers,0,1,0,270000,-16896,-248,0,0,0,2,46,0.5,0
M,Working,Higher education,Married,House / apartment,Managers,0,0,0,360000,-11904,-4387,0,0,0,2,32,11.95966434,0
F,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,0,0,0,144000,-16592,-6483,0,0,0,2.816303382,45,17.64293816,0
F,Commercial associate,Higher education,Married,Other,Accountants,1,0,0,225000,-11828,-165,0,0,0,2,32,0.5,0
F,Commercial associate,Secondary / secondary special,Married,House / apartment,High skill tech staff,0,0,0,112500,-19893,-1638,0,0,0,2,54,4.291463028,0
F,Working,Incomplete higher,Civil marriage,House / apartment,Core staff,0,0,0,135000,-9967,-414,0,0,0,1.746898461,27,1.12655077,0
F,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,0,1,0,272473.8559,-20234,-6366,0,0,0,2,55,17.42411014,0
F,Working,Secondary / secondary special,Married,House / apartment,Waiters/barmen staff,0,1,1,85500,-16525,-859,1,0,0,3,45,2.5,0
F,Working,Secondary / secondary special,Married,House / apartment,Core staff,0,1,0,315000,-15934,-5037,0,0,0,2.399035318,43,13.80289405,0
F,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,1,1,0,202500,-18463,-7048,0,0,0,2,51,19.5,0
M,Working,Secondary / secondary special,Married,House / apartment,Core staff,0,1,0,225000,-17253,-509,0,0,0,1.811459394,47,1.311459394,0
F,Commercial associate,Higher education,Married,House / apartment,Sales staff,0,0,0,688535.0786,-11081,-2276,0,0,0,1.672460498,30,6.163769751,0
F,Working,Secondary / secondary special,Widow,House / apartment,Managers,1,1,0,382293.0626,-14943,-729,0,0,0,1,41,2.057482614,0
M,Working,Higher education,Married,House / apartment,Laborers,1,1,0,337500,-23711,-7494,0,0,0,2,65,20.5,0
F,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,High skill tech staff,1,1,0,225000,-12075,-1430,0,1,0,1,33,4,0
M,Working,Lower secondary,Married,House / apartment,Laborers,0,1,0,270000,-15783,-2922,0,0,0,2.433582793,43,8.066417207,0
M,Working,Secondary / secondary special,Married,House / apartment,Laborers,0,0,1,225000,-13444,-1033,0,0,0,3.814749034,37,2.638938225,0
M,Commercial associate,Higher education,Single / not married,House / apartment,Laborers,0,1,0,315000,-10499,-545,0,0,1,1,29,1.5,0
F,State servant,Secondary / secondary special,Married,House / apartment,Medicine staff,0,1,0,180000,-19856,-3981,0,0,0,2,54,10.95727433,0
M,Working,Secondary / secondary special,Married,House / apartment,Drivers,1,1,1,202500,-15207,-2102,1,1,0,3,42,6,0
F,Working,Secondary / secondary special,Married,House / apartment,Core staff,0,0,1,121500,-13271,-1318,0,0,0,3.258711642,36,3.629355821,0
F,State servant,Secondary / secondary special,Widow,House / apartment,Medicine staff,0,1,0,135000,-18492,-1837,0,0,0,1.565596681,51,5,0
M,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,0,1,0,202500,-16834,-1692,0,0,0,1,46,4.5,0
M,Commercial associate,Higher education,Civil marriage,House / apartment,Managers,1,1,1,198000,-16149,-4279,0,1,0,3,44,11.5,0
F,Working,Secondary / secondary special,Single / not married,House / apartment,High skill tech staff,0,1,0,148500,-19826,-2888,0,0,1,1,54,8,0
F,Working,Secondary / secondary special,Civil marriage,House / apartment,Laborers,0,0,0,112500,-17312,-7081,0,0,0,2,47,19.46677079,0
F,Commercial associate,Secondary / secondary special,Married,House / apartment,Private service staff,0,1,0,283500,-17762,-1757,0,0,0,2,48,4.869597111,0
F,Working,Secondary / secondary special,Single / not married,House / apartment,High skill tech staff,0,0,0,270000,-11519,-2195,0,1,0,1.75797792,31,6,0
F,Working,Secondary / secondary special,Married,House / apartment,Laborers,1,0,2,130500,-10969,-163,0,0,1,4,30,0.5,0
F,Working,Secondary / secondary special,Married,House / apartment,Accountants,0,0,0,135000,-11738,-1384,0,0,0,2.817217027,31,3.682782973,0
F,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,0,0,1,108000,-12896,-1170,1,1,0,3.199270336,35,3.099635168,0
F,State servant,Secondary / secondary special,Separated,House / apartment,Medicine staff,0,1,0,202500,-16871,-1750,0,0,0,1.122529953,46,4.68379493,0
F,Working,Secondary / secondary special,Married,Other,Sales staff,0,0,0,117000,-13494,-1281,0,0,0,2,37,3.5,0
M,Commercial associate,Higher education,Single / not married,House / apartment,Laborers,0,1,0,81000,-9874,-1928,0,1,0,1,27,5.5,0
F,Working,Secondary / secondary special,Married,House / apartment,Low-skill Laborers,0,0,0,90000,-15854,-1070,0,0,0,2.75162374,43,3.127435609,0
M,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,0,1,0,180000,-12561,-2776,0,0,0,2.214406483,34,7.607203241,0
F,Working,Higher education,Married,House / apartment,Core staff,0,0,0,180000,-14746,-1154,0,0,0,1.270806328,40,3.364596836,0
M,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,1,1,1,450000,-17411,-896,0,0,1,1.495119541,47,2.618899426,0
F,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,0,0,0,157500,-16927,-2655,0,0,0,2,46,7.406210556,0
F,Commercial associate,Higher education,Married,House / apartment,Managers,0,1,0,225000,-8900,-1593,0,0,0,2,24,4.5,0
F,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,0,1,0,135000,-17281,-9194,0,0,0,2.732733475,47,25,0
F,Working,Higher education,Married,House / apartment,Managers,0,0,0,270000,-16898,-5336,0,0,0,2,46,14.62356104,0
F,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,1,0,0,292500,-10302,-270,0,0,0,1.327128331,28,0.663564166,0
M,Working,Higher education,Married,House / apartment,Managers,0,0,1,360000,-11112,-469,1,1,0,3,30,1.5,0
M,Working,Higher education,Single / not married,House / apartment,Medicine staff,0,1,0,148500,-9382,-2049,0,1,1,1,26,5.5,0
M,Working,Secondary / secondary special,Separated,Other,Laborers,0,0,1,112500,-15390,-1615,0,0,0,2,42,4.5,0
F,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,0,1,0,112500,-10633,-2085,0,0,0,1.389819363,29,5.902545159,0
F,Working,Secondary / secondary special,Married,House / apartment,Core staff,0,1,2,292500,-11945,-615,0,0,0,4.468951415,32,1.822983805,0
F,State servant,Secondary / secondary special,Civil marriage,House / apartment,Core staff,0,1,1,315000,-11206,-2514,0,0,1,3,31,7,0
F,Working,Secondary / secondary special,Married,House / apartment,HR staff,0,0,1,180000,-15517,-2023,0,0,0,2,43,5.5,0
F,Commercial associate,Secondary / secondary special,Married,House / apartment,Managers,0,0,0,180000,-19569,-2099,0,0,0,2.200282018,54,5.600846054,0
M,Working,Secondary / secondary special,Married,House / apartment,Laborers,1,0,1,225000,-15846,-7039,1,1,0,3.616783608,43,19.38321639,0
F,Working,Secondary / secondary special,Separated,House / apartment,High skill tech staff,0,0,0,112500,-18574,-11487,0,0,0,1.514237013,50,31.32830357,0
F,Working,Higher education,Married,House / apartment,Managers,0,0,0,67500,-10913,-359,0,0,0,2.262082607,29,0.868958697,0
F,Working,Higher education,Married,House / apartment,Accountants,0,0,0,180000,-10868,-1266,1,1,1,2,30,3.5,0
F,State servant,Higher education,Civil marriage,House / apartment,Core staff,0,0,0,234000,-21967,-5215,0,0,1,2,60,14.5,0
F,Working,Secondary / secondary special,Single / not married,House / apartment,Cleaning staff,0,1,0,180000,-16591,-2136,0,0,0,2.257774123,45,5.685556469,0
F,Working,Secondary / secondary special,Married,House / apartment,Sales staff,1,0,0,112500,-16215,-3567,0,0,0,2,44,10,0
F,Commercial associate,Secondary / secondary special,Married,House / apartment,High skill tech staff,0,1,0,202500,-12174,-1757,0,0,0,1.58444891,33,4.707775545,0
F,Working,Secondary / secondary special,Married,House / apartment,Waiters/barmen staff,0,0,1,85500,-15224,-2597,0,0,0,3.461668057,41,7.116680567,0
F,Working,Secondary / secondary special,Married,House / apartment,Laborers,0,0,0,198000,-18813,-9748,0,0,0,2,52,26.5,0
F,State servant,Secondary / secondary special,Single / not married,Other,Medicine staff,0,0,0,171000,-10093,-618,0,0,0,1.63155108,28,1.76310216,0
M,Commercial associate,Higher education,Married,House / apartment,Drivers,0,0,0,360000,-19437,-886,0,0,0,2,53,2.313961733,0
F,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,1,1,0,202500,-17262,-1617,0,0,0,2,47,4.5,0
F,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0,1,0,112500,-8552,-1562,0,0,0,2,23,4.5,0
F,Commercial associate,Higher education,Married,House / apartment,Sales staff,0,0,0,202500,-11309,-2713,1,0,0,2,31,7.5,0
F,Commercial associate,Higher education,Married,House / apartment,Sales staff,0,0,0,202500,-11234,-2431,0,0,0,2,30,6.760494439,0
F,State servant,Secondary / secondary special,Single / not married,House / apartment,Security staff,0,0,0,112500,-17945,-5706,0,0,0,1,48,15.6241918,0
M,Working,Secondary / secondary special,Married,House / apartment,Laborers,0,0,0,184500,-14728,-303,1,0,0,2,40,1,0
F,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0,0,0,180000,-9040,-502,0,0,0,2.572398666,24,1.427601334,0
M,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,0,0,0,225000,-21040,-2885,0,0,0,2,57,7.88509103,0
M,Working,Secondary / secondary special,Married,Other,Drivers,0,1,1,157500,-8948,-1751,0,0,0,3,25,5,0
F,Working,Secondary / secondary special,Married,House / apartment,Core staff,0,0,0,67786.7372,-18942,-560,0,0,0,1,52,1.659298446,0
F,Working,Secondary / secondary special,Single / not married,House / apartment,Sales staff,1,1,0,157500,-15815,-1331,0,0,0,2.871987307,43,3.467996827,0
F,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0,0,2,202500,-13446,-2720,0,0,0,4,37,7.5,0
F,Working,Secondary / secondary special,Married,House / apartment,Waiters/barmen staff,0,1,1,85500,-16525,-859,1,0,0,3,45,2.5,0
M,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Medicine staff,0,0,1,148500,-13005,-1017,0,0,0,2.668241636,35,2.943919455,0
F,Commercial associate,Secondary / secondary special,Married,House / apartment,Waiters/barmen staff,0,0,0,135000,-15920,-2100,0,0,0,2,43,5.543826658,0
F,Working,Secondary / secondary special,Married,House / apartment,Managers,0,0,0,202500,-13119,-2591,0,0,0,2.301046078,36,7.150523039,0
F,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,0,1,0,405000,-18438,-3761,0,1,0,2.492106272,50,10.49473751,0
M,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,0,1,1,180000,-10710,-68,0,1,0,3,28,0.028088039,0
F,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,0,1,0,135000,-15875,-2758,1,1,0,2,43,7.5,0
M,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,0,1,0,157500,-17077,-946,0,0,0,2,47,2.572889371,0
M,Working,Secondary / secondary special,Married,House / apartment,Laborers,0,1,0,225000,-16910,-1310,0,0,0,2.105393218,46,3.605393218,0
M,Commercial associate,Higher education,Married,House / apartment,Managers,0,1,0,216000,-19649,-6453,0,0,0,2,53,17.79106837,0
